Event	ID	Name			Wwise Object Path	Notes
	435770000	Stop_amb			\Default Work Unit\Ambience\Stop_amb	
	562256996	Play_player_jump			\Default Work Unit\Player\Play_player_jump	
	869605300	Stop_gearwheel_big3			\Default Work Unit\Objects\gearwheels\Stop_gearwheel_big3	
	869605301	Stop_gearwheel_big2			\Default Work Unit\Objects\gearwheels\Stop_gearwheel_big2	
	869605302	Stop_gearwheel_big1			\Default Work Unit\Objects\gearwheels\Stop_gearwheel_big1	
	902684097	Play_player_craft_fail			\Default Work Unit\Player\Play_player_craft_fail	
	1066065249	Stop_gearwheel_small_2			\Default Work Unit\Objects\gearwheels\Stop_gearwheel_small_2	
	1066065250	Stop_gearwheel_small_1			\Default Work Unit\Objects\gearwheels\Stop_gearwheel_small_1	
	1206242149	Play_sfx_spark			\Default Work Unit\SFX\Play_sfx_spark	
	1660008929	Play_door_open			\Default Work Unit\Objects\doors\Play_door_open	
	1958703520	Play_drawer_open			\Default Work Unit\Objects\drawers\Play_drawer_open	
	1971662352	Play_player_craft_normal			\Default Work Unit\Player\Play_player_craft_normal	
	1976423929	Play_uncrouch			\Default Work Unit\Player\Play_uncrouch	
	2003218848	Play_sfx_explosion_big			\Default Work Unit\SFX\Play_sfx_explosion_big	
	2230999485	Play_player_craft_liquid			\Default Work Unit\Player\Play_player_craft_liquid	
	2292458263	Play_door_close			\Default Work Unit\Objects\doors\Play_door_close	
	2315829540	Play_drawer_close			\Default Work Unit\Objects\drawers\Play_drawer_close	
	2838936948	Play_rain			\Default Work Unit\Ambience\Play_rain	
	2959533290	Play_amb			\Default Work Unit\Ambience\Play_amb	
	3077863823	Play_sfx_explosion_small			\Default Work Unit\SFX\Play_sfx_explosion_small	
	3206237490	Stop_rain			\Default Work Unit\Ambience\Stop_rain	
	3379724016	Play_gearwheel_big1			\Default Work Unit\Objects\gearwheels\Play_gearwheel_big1	
	3379724018	Play_gearwheel_big3			\Default Work Unit\Objects\gearwheels\Play_gearwheel_big3	
	3379724019	Play_gearwheel_big2			\Default Work Unit\Objects\gearwheels\Play_gearwheel_big2	
	3652445300	Play_player_pickup			\Default Work Unit\Player\Play_player_pickup	
	3854155799	Play_Footsteps			\Default Work Unit\Player\Play_Footsteps	
	3880120448	Play_gearwheel_small_1			\Default Work Unit\Objects\gearwheels\Play_gearwheel_small_1	
	3880120451	Play_gearwheel_small_2			\Default Work Unit\Objects\gearwheels\Play_gearwheel_small_2	
	3989731860	Play_crouch			\Default Work Unit\Player\Play_crouch	
	4249207015	Play_player_land			\Default Work Unit\Player\Play_player_land	

Switch Group	ID	Name			Wwise Object Path	Notes
	1039744521	landing_materials			\Default Work Unit\landing_materials	
	1682461626	footsteps_material			\Default Work Unit\footsteps_material	

Switch	ID	Name	Switch Group			Notes
	841620460	concrete	landing_materials			
	2058049674	wood	landing_materials			
	2473969246	metal	landing_materials			
	841620460	Concrete	footsteps_material			
	2058049674	wood	footsteps_material			
	2473969246	metal	footsteps_material			
	4248645337	grass	footsteps_material			

State Group	ID	Name			Wwise Object Path	Notes
	232210557	in_out_side			\Default Work Unit\in_out_side	

State	ID	Name	State Group			Notes
	748895195	None	in_out_side			
	1319799452	inside_house	in_out_side			
	4145910067	outside_house	in_out_side			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	30616111	fs_wood_2	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\C2\{C292C0D1-6FA1-FE68-D546-8F817E308AF5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_wood\fs_wood_2		84144
	35489005	land_metal1	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\64\{641AA5EB-1AA4-399E-711B-49605F28B9FC}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\land\player_land_metal\land_metal1		121068
	99767601	fs_metal_4	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\98\{98FD8B2A-F6C0-88AC-FC5E-B61765C9919E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_metal\fs_metal_4		89684
	120599801	fs_concrete_5	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\06\{06148722-EA50-3AF5-8586-7306C8844749}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_concrete\fs_concrete_5		60144
	155764107	fs_metal_6	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\D5\{D5A82DC8-19EC-8AE2-E74E-99B4CE227C23}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_metal\fs_metal_6		89684
	160416403	fs_wood_7	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\15\{15F7DE9A-C451-434C-2BBD-65E27C15D2FE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_wood\fs_wood_7		83288
	178792215	fs_wood_9	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\42\{42C3150D-2777-5D7E-4345-CD0EBCB2E52A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_wood\fs_wood_9		83288
	187785395	door_close	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\63\{63675677-6FDC-66DE-F2CC-274FD8139A46}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Obj\doors\door_close		210604
	191270774	jump1	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\A0\{A04A11C4-3EBB-FB4B-EFDB-F16301C3134C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\jump\player_jump\jump1		130428
	215534549	fs_concrete_2	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\62\{62673B66-D899-0C16-69C0-B7CD72FED046}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_concrete\fs_concrete_2		61068
	239899283	gearwheel_small_1	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\26\{264160EC-4905-739D-FA6D-274A211EA108}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Obj\gearweels\gearwheel_small_1		1058912
	250773777	fs_wood_1	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\17\{17DBE0F2-F21E-3425-EC99-805D720DA148}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\FS_wood\fs_wood_1		83288
	256062630	sfx_explosion_small	A:\gearsby\Gearsby\Gearsby_WwiseProject\.cache\20\{20BBA7FD-E722-5968-330D-C43D83B3DA2C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_explosion_small		511000
